SID,DOB,DOT,Age,Sex,Location,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Exclude Trial,Exclude Trial Reason
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,3,3,3,1,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,4,4,4,1,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,5,5,5,1,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,6,6,6,1,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,7,6,6,1,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,9,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,10,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,11,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,12,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,13,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,14,NA,,HELP,,,,
121319-B,11/20/15,12/13/19,4.062970568,M,Birch,RMS,RMS,English,1,Pilot,CP,B,NEUTRAL,Give_N,15,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,2,4,5,0,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,3,10,12,0,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,4,6,6,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,5,8,7,0,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,"IDK, 10",0,0,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Highest count,NA,Raw_string,"1-12, 14, 15, 16, 17-19, 21",NA,NA,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Highest count,NA,Highest_count,19,HELP,NA,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,1,1,1,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,2,2,2,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,3,3,3,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,4,4,4,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,5,5,5,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,6,6,6,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,7,6,6,1,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
121319-C,6/30/15,12/13/19,4.454483231,F,Birch,RMS,RMS,English,1,Pilot,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,2,4,4,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,3,10,9,0,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,4,6,5,0,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,5,8,7,0,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Memory_check_answer,8,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Raw_string,"1-10, 11-15, 17-19",NA,NA,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Highest_count,19,HELP,NA,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,1,3,3,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,2,4,4,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,3,5,5,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,4,6,6,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,5,6,6,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,6,6,6,1,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
11120-L,1/12/16,1/11/20,3.997262149,M,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,2,4,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,3,10,8,0,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,4,6,6,1,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,5,8,10,0,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,NA,IDK first?,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Set-matching,NA,Memory_check_answer,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Highest count,NA,Raw_string,NA,NA,NA,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Highest count,NA,Highest_count,NA,HELP,NA,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,1,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,2,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,3,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,4,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,5,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,6,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,7,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,8,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,9,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,10,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,11,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,12,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,13,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,14,NA,NA,NA,,,,
11120-G,4/9/13,1/11/20,6.757015743,M,Birch,RMS,RMS,English,1,Out of age range; language delay,NA,A,NEUTRAL,Give_N,15,NA,NA,NA,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,1,1,1,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,2,2,1,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,1,4,5,0,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,2,3,3,1,1,counted,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,3,8,11,0,,pointed at fish,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,4,6,6,1,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,5,10,12,0,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Neutral-Final Question,"IDK, 11",0,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Memory_check_answer,10,1,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Raw_string,"1-30, 30-11",NA,NA,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Highest_count,30,HELP,NA,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,1,3,3,1,1,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,2,4,4,1,1,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,3,5,5,1,1,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,4,6,6,1,1,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,5,6,6,1,1,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,6,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,7,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,9,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,10,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,11,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,12,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,13,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,14,NA,,HELP,,,,
11120-N,3/26/16,1/11/20,3.794661191,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,15,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,2,4,4,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,3,10,10,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,4,6,6,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,5,8,8,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,"IDK, 13",0,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Memory_check_answer,8,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Raw_string,"1-8, 11-13, 15, 18, 19, 100",NA,NA,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Highest_count,13,HELP,NA,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,1,3,3,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,2,4,4,1,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,3,5,5,1,1,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,4,6,6,1,1,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,5,6,6,1,1,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,6,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
11120-S,6/18/16,1/11/20,3.564681725,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,1,1,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,2,2,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,1,4,4,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,2,3,3,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,3,8,9,0,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,4,6,5,0,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,5,10,10,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Memory_check_answer,10,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Raw_string,"1-12, 11-13, 16-18, 21, 28, 29",NA,NA,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Highest_count,18,HELP,NA,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,1,3,3,1,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,2,4,4,1,1,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,3,5,5,1,1,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,4,6,6,1,1,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,5,6,6,1,1,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,6,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,7,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,9,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,10,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,11,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,12,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,13,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,14,NA,,HELP,,,,
11120-H2,8/27/15,1/11/20,4.375085558,F,Birch,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,15,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,2,4,4,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,3,10,9,0,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,4,6,5,0,,,,
