SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes
091319-JE,5.377138946,M,RMS,RMS,English,1,Pilot,CP,A,SHARING,Give_N,13,NA,NA,NA,,
091319-JE,5.377138946,M,RMS,RMS,English,1,Pilot,CP,A,SHARING,Give_N,14,NA,NA,NA,,
091319-JE,5.377138946,M,RMS,RMS,English,1,Pilot,CP,A,SHARING,Give_N,15,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,Training,2,2,1,0,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,1,4,4,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,2,3,3,1,0,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,3,8,8,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,4,6,6,1,0,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Set-matching,5,10,10,1,0,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Highest count,NA,Raw_string,"1-70,78,71-89,90-100",NA,NA,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Highest count,NA,Highest_count,100,NA,NA,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,1,1,1,1,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,2,2,2,1,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,3,3,3,1,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,4,4,4,1,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,5,5,5,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,6,6,6,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,7,6,6,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,8,6,6,1,1,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,9,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,10,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,11,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,12,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,13,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,14,NA,NA,NA,,
100519-E,4.651608487,F,LAK,LAK,Korean,1,Non-English Primary,CP,B,SHARING,Give_N,15,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,Training,2,2,1,0,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,1,3,3,1,0,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,2,4,4,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,3,10,10,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,4,6,6,1,0,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,5,8,8,1,0,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Raw_string,"1-30,31-37",NA,NA,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Highest_count,37,NA,NA,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,1,1,1,1,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,2,2,2,1,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,3,3,3,1,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,4,4,4,1,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,5,5,5,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,6,6,6,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,7,6,6,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,8,6,6,1,1,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,9,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,10,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,11,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,12,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,13,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,14,NA,NA,NA,,
100519-S,5.464750171,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,15,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,Training,2,2,1,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,1,4,5,0,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,2,3,3,1,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,3,8,8,1,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,4,6,8,0,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,5,10,11,0,0,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Highest count,NA,Raw_string,4-Jan,NA,NA,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Highest count,NA,Highest_count,4,NA,NA,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,1,1,1,1,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,2,2,2,1,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,3,3,3,1,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,4,4,4,1,1,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,5,5,5,1,1,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,6,6,6,1,1,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,7,6,6,1,1,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,8,6,6,1,1,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,9,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,10,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,11,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,12,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,13,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,14,NA,NA,NA,,
100519-E2,3.244353183,F,LAK,LAK,English,0,,CP,B,SHARING,Give_N,15,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,Training,2,2,1,0,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,1,3,3,1,1,"""That one has 3"""
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,2,4,4,1,1,"""Do we put 4?"""
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,3,10,10,1,0,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,4,6,10,0,0,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Set-matching,5,8,9,0,0,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Highest count,NA,Raw_string,9-Jan,NA,NA,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Highest count,NA,Highest_count,9,NA,NA,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,1,1,1,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,2,2,2,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,3,3,3,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,4,4,4,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,5,5,10,0,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,6,4,4,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,7,5,6,0,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,8,4,4,1,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,9,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,10,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,11,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,12,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,13,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,14,NA,NA,NA,,
100519-CN,?,F,LAK,LAK,English,1,Experimenter error,4,A,SHARING,Give_N,15,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,Training,2,2,1,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,1,3,3,1,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,2,4,4,1,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,3,10,9,0,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,4,6,6,1,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,5,8,8,1,0,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Raw_string,"1-69,70-100",NA,NA,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Highest_count,100,NA,NA,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,1,1,1,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,2,2,2,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,3,3,3,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,4,4,4,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,5,5,5,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,6,6,6,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,7,6,6,1,1,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,8,6,6,1,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,9,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,10,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,11,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,12,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,13,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,14,NA,NA,NA,,
100519-C,5.171800137,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,15,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,Training,2,2,1,0,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,1,3,3,1,0,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,2,4,4,1,0,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,3,10,10,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,4,6,6,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Set-matching,5,8,8,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Raw_string,29-Jan,NA,NA,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Highest count,NA,Highest_count,29,NA,NA,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,1,1,1,1,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,2,2,2,1,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,3,3,3,1,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,4,4,4,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,5,5,5,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,6,6,6,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,7,6,6,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,8,6,6,1,1,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,9,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,10,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,11,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,12,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,13,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,14,NA,NA,NA,,
100619-A,5.620807666,F,LAK,LAK,English,1,Out of age range,CP,A,SHARING,Give_N,15,NA,NA,NA,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,Training,2,2,1,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,1,4,5,0,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,2,3,3,1,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,3,8,8,1,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,4,6,6,1,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Set-matching,5,10,10,1,0,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Highest count,NA,Raw_string,"1-13, 16-20",NA,NA,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Highest count,NA,Highest_count,20,NA,NA,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,1,1,1,1,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,2,2,2,1,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,3,3,3,1,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,4,4,4,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,5,5,5,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,6,6,10,0,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,7,5,5,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,8,6,6,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,9,6,6,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,10,6,6,1,1,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,11,NA,NA,NA,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,12,NA,NA,NA,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,13,NA,NA,NA,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,14,NA,NA,NA,,
100619-G,4.210814511,M,LAK,LAK,English,0,,CP,B,SHARING,Give_N,15,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,Training,2,2,1,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,1,3,3,1,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,2,4,7,0,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,3,10,15,0,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,4,6,13,0,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Set-matching,5,8,15,0,0,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Highest count,NA,Raw_string,"1-3, 5-10, 13-14",NA,NA,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Highest count,NA,Highest_count,10,NA,NA,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,1,1,1,1,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,2,2,2,1,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,3,3,2,0,,"Did use 2 for 3 but got 2 right 3 times, assuming he should still be a 2-knower?"
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,4,2,2,1,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,5,3,8,0,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,6,2,2,1,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,7,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,8,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,9,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,10,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,11,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,12,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,13,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,14,NA,NA,NA,,
100619-LY,3.151266256,M,LAK,LAK,English,0,,2,A,SHARING,Give_N,15,NA,NA,NA,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,Training,2,2,1,0,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,1,4,6,0,0,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,2,3,3,1,0,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,3,8,13,0,1,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,4,6,10,0,1,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Set-matching,5,10,15,0,0,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Highest count,NA,Raw_string,10-Jan,NA,NA,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Highest count,NA,Highest_count,10,NA,NA,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,1,1,1,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,2,2,2,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,3,3,3,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,4,4,4,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,5,5,6,0,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,6,4,6,0,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,7,3,3,1,1,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,8,4,4,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,9,5,10,0,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,10,4,5,0,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,11,3,3,1,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,12,NA,NA,NA,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,13,NA,NA,NA,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,14,NA,NA,NA,,
100619-J,3.646817248,M,LAK,LAK,English,0,,3,B,SHARING,Give_N,15,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,Training,2,2,1,0,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,1,4,4,1,0,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,2,3,3,1,0,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,3,8,8,1,1,"""8 fish on both sides"""
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,4,6,6,1,0,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Set-matching,5,10,10,1,0,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Highest count,NA,Raw_string,"1-19, 100-108",NA,NA,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Highest count,NA,Highest_count,19,NA,NA,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,1,1,1,1,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,2,2,2,1,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,3,3,3,1,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,4,4,4,1,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,5,5,5,1,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,6,6,6,1,1,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,7,6,6,1,1,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,8,6,6,1,1,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,9,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,10,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,11,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,12,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,13,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,14,NA,NA,NA,,
100619-E,5.700205339,M,LAK,LAK,English,1,Out of age range,CP,B,SHARING,Give_N,15,NA,NA,NA,,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,1,3,3,1,0,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,2,4,4,1,0,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,3,10,8,0,0,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,4,6,6,1,1,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Set-matching,5,8,7,0,0,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Highest count,NA,Raw_string,9-Jan,NA,NA,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Highest count,NA,Highest_count,9,NA,NA,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Give_N,1,1,1,1,,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Give_N,2,2,2,1,1,
100619-EV,3.290896646,F,LAK,LAK,English,0,,CP,A,SHARING,Give_N,3,3,3,1,1,
