SID,Age,Sex,Language,Exclude,Exclude_reason,Knower_level,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Counting_validate,Num_lang
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,1,4,5,0,0,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,3,8,15,0,0,"put all the fish down, didn't arrange ",0,0
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,4,10,8,0,0,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Orthogonal,5,6,15,0,0,"put all the fish down, didn't arrange",0,0
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,10 - Score,0,NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,10 - Num_counted_to,7,0,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,10 - Answer_how_many,NA,0,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,0,NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,8 - Score,0,NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,8 - Num_counted_to,7,0,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,8 - Answer_how_many,NA,0,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,0,NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Highest count,NA,Raw_string,"1, 4-10, 4",NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Highest count,NA,Highest_count,1,NA,NA,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,1,3,10,0,1,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,2,2,10,0,1,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,3,1,1,1,1,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,4,1,1,1,1,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,5,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,6,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_21,3.627652293,M,English,0,,1,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,2,4,4,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,3,10,9,0,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,4,8,7,0,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Parallel,5,6,6,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,Training,1,1,1,1,Said there is one,0,1
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,1,4,3,0,1,"Said there are 3, counted 1 and 2",1,1
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,3,8,4,0,1,counted 1 and 2,1,0
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,4,10,15,0,0,"Was very bored and wanted to stop, Put the fish vertically because they wanted air",0,0
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Orthogonal,5,6,13,0,0,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Score,1,NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_counted_to,18,0,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Answer_how_many,18,0,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,6,NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Highest count,NA,Raw_string,"1...12, 14, 18, 19, 12",NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Highest count,NA,Highest_count,12,NA,NA,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,1,3,3,1,1,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,2,4,4,1,1,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,3,5,5,1,1,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,4,6,6,1,1,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,5,6,6,1,1,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,6,6,7,0,1,"counted 1...5, then 8, then 6",,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_22,3.715263518,M,English,0,,CP,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,1,3,3,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,2,4,4,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,3,10,10,1,1,"""there's 10 fish"", ""I'm using math""",0,1
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,4,8,8,1,1,counted fish,1,0
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Parallel,5,6,6,1,1,counted fish,1,0
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,1,4,4,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,3,8,8,1,1,pointed and counted,1,0
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,4,10,10,1,1,"""must be 10""",0,1
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Orthogonal,5,6,6,1,1,"""pointed and counted",1,0
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,10 - Score,3,NA,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,10 - Num_counted_to,10,1,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,10 - Answer_how_many,10,1,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Highest count,NA,Raw_string,NA,NA,NA,"didn't want to count, said he could count to 200",,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Highest count,NA,Highest_count,NA,NA,NA,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,1,3,3,1,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,2,4,4,1,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,3,5,5,1,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,4,6,6,1,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,5,6,6,1,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,6,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_23,5.70568104,M,English,1,Too old,CP,NONIDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,1,3,1,0,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,2,4,1,0,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,3,10,1,0,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,4,8,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Parallel,5,6,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,Training,1,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,Training,2,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,1,4,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,2,3,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,3,8,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,4,10,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Orthogonal,5,6,NA,NA,0,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,10 - Score,0,NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,10 - Num_counted_to,7,0,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,10 - Answer_how_many,2,0,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,,NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,8 - Score,0,NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,8 - Num_counted_to,5,0,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,8 - Answer_how_many,2,0,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,,NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Highest count,NA,Raw_string,"1-4, 3, 2",NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Highest count,NA,Highest_count,4,NA,NA,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,1,3,8,0,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,2,2,2,1,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,3,3,8,0,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,4,2,2,1,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,5,3,4,0,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,6,2,8,0,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_24,3.107460643,M,English,1,DNF,2,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,Training,1,1,1,0,"had trouble focussing; tried to do orthogonal, skipped how many and highest count",0,0
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,Training,2,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,1,3,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,2,4,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,3,10,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,4,8,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Parallel,5,6,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,Training,1,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,Training,2,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,1,4,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,2,3,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,3,8,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,4,10,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Orthogonal,5,6,NA,NA,0,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,10 - Score,NA,NA,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,10 - Num_counted_to,NA,0,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,10 - Answer_how_many,NA,0,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,NA,NA,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,8 - Score,NA,NA,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,8 - Num_counted_to,NA,0,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,8 - Answer_how_many,NA,0,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,NA,NA,NA,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Highest count,NA,Raw_string,NA,NA,NA,wouldn't count,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Highest count,NA,Highest_count,NA,NA,NA,wouldn't count,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,1,1,3,0,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,2,2,10,0,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,3,1,1,1,counted 1,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,4,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,5,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,6,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_25,3.353867214,F,English/Spanish,1,"Didn't complete; bilingual, explanation necessary",NA,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,2,4,5,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,3,10,15,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,4,8,12,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Parallel,5,6,6,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,1,4,6,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,3,8,12,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,4,10,10,1,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Orthogonal,5,6,10,0,0,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Score,3,NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_counted_to,10,1,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Answer_how_many,10,1,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Highest count,NA,Raw_string,"1-14, 16-19",NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Highest count,NA,Highest_count,14,NA,NA,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,1,3,3,1,1,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,2,4,4,1,1,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,3,5,5,1,1,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,4,6,6,1,1,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,5,6,6,1,1,"put 10 at first, corrected to 6",,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,6,6,6,1,1,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_26,4.531143053,M,English,0,,CP,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,Training,1,1,1,1,,1,0
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,1,3,4,0,1,"stared to count, ""1, 2""",1,0
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,2,4,6,0,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,3,10,14,0,1,"""five!""",0,1
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,4,8,14,0,1,"""five!""",0,1
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Parallel,5,6,12,0,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Orthogonal,Training,1,1,1,1,"said ""one and one!"" while checking",0,1
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Orthogonal,1,4,5,0,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Orthogonal,2,3,4,0,0,,,
one-one_27,4.145106092,M,English/Portugese,0,,CP,IDENTICAL,Orthogonal,3,8,12,0,0,,,
