SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Exclude Trial,Exclude Trial Reason
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,7 - Score,3,NA,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,7 - Num_counted_to,7,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,7 - Answer_how_many,7,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,9 - Score,1,NA,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,9 - Num_counted_to,10,0,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,9 - Answer_how_many,10,0,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,8,,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,1,1,1,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,2,2,2,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,3,3,4,0,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,4,2,2,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,5,3,7,0,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,6,2,2,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,7,3,3,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,8,4,4,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,9,2,5,0,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,10,6,6,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,11,6,6,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,12,6,6,1,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,13,NA,,HELP,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,14,NA,,HELP,,,,
112219-M,4.109514031,F,RMS,RMS,English,0,Pilot,CP,B,EXPLICIT,Give_N,15,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,1,1,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,2,2,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,1,4,5,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,2,3,4,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,3,8,12,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,4,6,9,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,5,10,12,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Raw_string,"1-11, 12, 13, 14, 15, 16-30",NA,NA,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Highest_count,30,HELP,NA,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Score,3,NA,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Score,2,NA,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,1,1,1,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,2,2,2,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,3,3,3,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,4,4,4,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,5,5,5,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,6,6,6,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,7,6,6,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,8,6,6,1,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,9,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,10,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,11,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,12,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,13,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,14,NA,,HELP,,,,
112219-O,4.167008898,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,15,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,Training,1,1,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,Training,2,2,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,1,3,3,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,2,4,5,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,3,10,14,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,4,6,8,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,5,8,11,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Highest count,NA,Raw_string,"1-5, 1-5",NA,NA,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Highest count,NA,Highest_count,5,HELP,NA,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,7 - Score,1,NA,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,7 - Num_counted_to,6,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,7 - Answer_how_many,5,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,2,NA,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,9 - Score,1,NA,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,9 - Num_counted_to,10,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,9 - Answer_how_many,5,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,4,,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,1,1,1,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,2,2,2,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,3,3,3,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,4,4,6,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,5,3,3,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,6,4,5,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,7,3,3,1,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,8,4,6,0,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,9,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,10,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,11,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,12,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,13,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,14,NA,,HELP,,,,
112219-I2,4.413415469,F,RMS,RMS,English,0,Pilot,3,A,PRIMING,Give_N,15,NA,,HELP,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,1,3,3,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,2,4,4,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,3,10,7,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,4,6,4,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,5,8,4,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Highest count,NA,Raw_string,"1-10, 11, 12, 13, 16, 20",NA,NA,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Highest count,NA,Highest_count,10,HELP,NA,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,7 - Score,1,NA,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,7 - Num_counted_to,8,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,7 - Answer_how_many,counted again,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,6,NA,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,9 - Score,1,NA,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,9 - Num_counted_to,10,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,9 - Answer_how_many,counted again,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,1,1,1,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,2,2,2,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,3,3,4,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,4,2,2,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,5,3,3,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,6,4,4,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,7,5,2,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,8,4,3,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,9,3,4,0,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,10,2,2,1,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
112519-S,4.060232717,M,RMS,RMS,English,0,Pilot,2,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,1,1,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,2,2,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,1,4,4,1,1,"""Four""",,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,2,3,3,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,3,8,8,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,4,6,6,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,5,10,10,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Raw_string,"1-15, 18, 19",NA,NA,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Highest_count,15,HELP,NA,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Score,3,NA,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Score,3,NA,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,1,1,1,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,2,2,2,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,3,3,3,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,4,4,4,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,5,5,5,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,6,6,6,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,7,6,6,1,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,8,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,9,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,10,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,11,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,12,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,13,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,14,NA,,HELP,,,,
112619-K2,4.602327173,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,15,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,1,1,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,2,2,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,1,3,3,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,2,4,4,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,3,10,10,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,4,6,6,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,5,8,7,0,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Raw_string,"1-69, 70-79",NA,NA,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Highest_count,79,HELP,NA,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Score,3,NA,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Score,3,NA,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,1,1,1,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,2,2,2,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,3,3,3,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,4,4,4,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,5,5,5,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,6,6,6,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,7,6,6,1,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,8,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,9,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,10,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,11,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,12,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,13,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,14,NA,,HELP,,,,
112619-C,4.427104723,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,15,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,1,1,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,2,2,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,1,3,3,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,2,4,5,0,1,counting,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,3,10,9,0,,"""this is a lot of fish""",,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,4,6,9,0,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,5,8,15,0,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Raw_string,"1-12. 14. 14. 16-20. 21-25, 50, 51",NA,NA,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Highest_count,25,HELP,NA,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Score,3,NA,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Score,3,NA,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,1,1,1,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,2,2,2,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,3,3,3,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,4,4,4,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,5,5,5,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,6,6,6,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,7,6,6,1,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,8,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,9,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,10,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,11,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,12,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,13,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,14,NA,,HELP,,,,
112619-G,4.813141684,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,15,NA,,HELP,,,,
